CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
S661,TRAUMATISMO DEL TENDON Y MUSCULO FLEXOR DE OTRO DEDO A NIVEL DE LA MUÑECA Y DE LA MANO,4,M,01/01/2019-31/12/2020
S662,TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DEL PULGAR A NIVEL DE LA MUÑECA Y DE LA MANO,2,M,01/01/2019-31/12/2020
S663,TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DE LA MUÑECA Y DE LA MANO,9,M,01/01/2019-31/12/2020
S666,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS FLEXORES A NIVEL DE LA MUÑECA Y DE LA MANO,1,M,01/01/2019-31/12/2020
S667,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS EXTENSORES A NIVEL DE LA MUÑECA Y DE LA MANO,1,M,01/01/2019-31/12/2020
S668,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DE LA MUÑECA Y DE LA MANO,3,M,01/01/2019-31/12/2020
S670,TRAUMATISMO POR APLASTAMIENTO DEL PULGAR Y OTRO(S) DEDO(S),3,M,01/01/2019-31/12/2020
S680,AMPUTACION TRAUMATICA DEL PULGAR (COMPLETA) (PARCIAL),2,M,01/01/2019-31/12/2020
S681,AMPUTACION TRAUMATICA DE OTRO DEDO UNICO (COMPLETA) (PARCIAL),20,M,01/01/2019-31/12/2020
S682,AMPUTACION TRAUMATICA DE DOS O MAS DEDOS SOLAMENTE (COMPLETA) (PARCIAL),11,M,01/01/2019-31/12/2020
S683,AMPUTACION TRAUMATICA COMBINADA (DE PARTE) DE DEDO(S) CON OTRAS PARTES DE LA MUÑECA Y DE LA MANO,1,M,01/01/2019-31/12/2020
S697,TRAUMATISMOS MULTIPLES DE LA MUÑECA Y DE LA MANO,1,M,01/01/2019-31/12/2020
S698,OTROS TRAUMATISMOS ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,2,M,01/01/2019-31/12/2020
S699,TRAUMATISMO NO ESPECIFICADO DE LA MUÑECA Y DE LA MANO,7,M,01/01/2019-31/12/2020
S700,CONTUSION DE LA CADERA,61,M,01/01/2019-31/12/2020
S701,CONTUSION DEL MUSLO,9,M,01/01/2019-31/12/2020
S707,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CADERA Y DEL MUSLO,4,M,01/01/2019-31/12/2020
S708,OTROS TRAUMATISMOS SUPERFICIALES DE LA CADERA Y DEL MUSLO,1,M,01/01/2019-31/12/2020
S709,"TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO, NO ESPECIFICADO",6,M,01/01/2019-31/12/2020
S710,HERIDA DE LA CADERA,2,M,01/01/2019-31/12/2020
S711,HERIDA DEL MUSLO,12,M,01/01/2019-31/12/2020
S717,HERIDAS MULTIPLES DE LA CADERA Y DEL MUSLO,2,M,01/01/2019-31/12/2020
S720,FRACTURA DEL CUELLO DEL FEMUR,11,M,01/01/2019-31/12/2020
S721,FRACTURA PERTROCANTERIANA,8,M,01/01/2019-31/12/2020
S722,FRACTURA SUBTROCANTERIANA,1,M,01/01/2019-31/12/2020
S723,FRACTURA DE LA DIAFISIS DEL FEMUR,10,M,01/01/2019-31/12/2020
S724,FRACTURA DE LA EPIFISIS INFERIOR DEL FEMUR,3,M,01/01/2019-31/12/2020
S728,FRACTURA DE OTRAS PARTES DEL FEMUR,12,M,01/01/2019-31/12/2020
S729,"FRACTURA DEL FEMUR, PARTE NO ESPECIFICADA",6,M,01/01/2019-31/12/2020
S730,LUXACION DE CADERA,13,M,01/01/2019-31/12/2020
S731,ESGUINCES Y TORCEDURAS DE LA CADERA,1,M,01/01/2019-31/12/2020
S761,TRAUMATISMO DEL TENDON Y MUSCULO CUADRICEPS,4,M,01/01/2019-31/12/2020
S798,OTROS TRAUMATISMOS ESPECIFICADOS DE LA CADERA Y DEL MUSLO,3,M,01/01/2019-31/12/2020
S799,TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO,5,M,01/01/2019-31/12/2020
S800,CONTUSION DE LA RODILLA,192,M,01/01/2019-31/12/2020
S801,CONTUSION DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA PIERNA,41,M,01/01/2019-31/12/2020
S807,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA PIERNA,7,M,01/01/2019-31/12/2020
S808,OTROS TRAUMATISMOS SUPERFICIALES DE LA PIERNA,16,M,01/01/2019-31/12/2020
S809,"TRAUMATISMO SUPERFICIAL DE LA PIERNA, NO ESPECIFICADO",30,M,01/01/2019-31/12/2020
S810,HERIDA DE LA RODILLA,44,M,01/01/2019-31/12/2020
S817,HERIDAS MULTIPLES DE LA PIERNA,5,M,01/01/2019-31/12/2020
S818,HERIDA DE OTRAS PARTES DE LA PIERNA,36,M,01/01/2019-31/12/2020
S819,"HERIDA DE LA PIERNA, PARTE NO ESPECIFICADA",55,M,01/01/2019-31/12/2020
S820,FRACTURA DE LA ROTULA,4,M,01/01/2019-31/12/2020
S821,FRACTURA DE LA EPIFISIS SUPERIOR DE LA TIBIA,3,M,01/01/2019-31/12/2020
S822,FRACTURA DE LA DIAFISIS DE LA TIBIA,32,M,01/01/2019-31/12/2020
S823,FRACTURA DE LA EPIFISIS INFERIOR DE LA TIBIA,18,M,01/01/2019-31/12/2020
S824,FRACTURA DEL PERONE SOLAMENTE,23,M,01/01/2019-31/12/2020
S825,FRACTURA DEL MALEOLO INTERNO,2,M,01/01/2019-31/12/2020
S826,FRACTURA DEL MALEOLO EXTERNO,2,M,01/01/2019-31/12/2020
S827,FRACTURAS MULTIPLES DE LA PIERNA,1,M,01/01/2019-31/12/2020
S828,FRACTURA DE OTRAS PARTES DE LA PIERNA,3,M,01/01/2019-31/12/2020
S829,"FRACTURA DE LA PIERNA, PARTE NO ESPECIFICADA",6,M,01/01/2019-31/12/2020
S830,LUXACION DE LA ROTULA,1,M,01/01/2019-31/12/2020
S831,LUXACION DE LA RODILLA,5,M,01/01/2019-31/12/2020
S834,ESGUINCES Y TORCEDURAS QUE COMPROMETEN LOS LIGAMENTOS LATERALES (EXTERNO) (INTERNO) DE LA RODILLA,3,M,01/01/2019-31/12/2020
S835,ESGUINCES Y TORCEDURAS QUE COMPROMETEN EL LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DE LA RODILLA,2,M,01/01/2019-31/12/2020
S836,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA RODILLA,4,M,01/01/2019-31/12/2020
S837,TRAUMATISMO DE ESTRUCTURAS MULTIPLES DE LA RODILLA,6,M,01/01/2019-31/12/2020
S860,TRAUMATISMO DEL TENDON DE AQUILES,2,M,01/01/2019-31/12/2020
S897,TRAUMATISMOS MULTIPLES DE LA PIERNA,1,M,01/01/2019-31/12/2020
S898,"OTROS TRAUMATISMOS DE LA PIERNA, ESPECIFICADOS",4,M,01/01/2019-31/12/2020
S899,"TRAUMATISMO DE LA PIERNA, NO ESPECIFICADO",4,M,01/01/2019-31/12/2020
S900,CONTUSION DEL TOBILLO,124,M,01/01/2019-31/12/2020
S901,"CONTUSION DE DEDO(S) DEL PIE, SIN DAÑO DE LA(S) UÑA(S)",43,M,01/01/2019-31/12/2020
S902,"CONTUSION DE DEDO(S) DEL PIE, CON DAÑO DE LA(S) UÑA(S)",11,M,01/01/2019-31/12/2020
S903,CONTUSION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE,42,M,01/01/2019-31/12/2020
S907,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL PIE Y DEL TOBILLO,16,M,01/01/2019-31/12/2020
S908,OTROS TRAUMATISMOS SUPERFICIALES DEL PIE Y DEL TOBILLO,16,M,01/01/2019-31/12/2020
S909,"TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO",34,M,01/01/2019-31/12/2020
S910,HERIDA DEL TOBILLO,9,M,01/01/2019-31/12/2020
S911,HERIDA DE DEDO(S) DEL PIE SIN DAÑO DE LA(S) UÑA(S),35,M,01/01/2019-31/12/2020
S912,HERIDA DE DEDO(S) DEL PIE CON DAÑO DE LA(S) UÑA(S),3,M,01/01/2019-31/12/2020
S913,HERIDAS DE OTRAS PARTES DEL PIE,65,M,01/01/2019-31/12/2020
S917,HERIDAS MULTIPLES DEL TOBILLO Y DEL PIE,4,M,01/01/2019-31/12/2020
S920,FRACTURA DEL CALCANEO,6,M,01/01/2019-31/12/2020
S923,FRACTURA DE HUESO DEL METATARSO,8,M,01/01/2019-31/12/2020
S924,FRACTURA DE LOS HUESOS DEL DEDO GORDO DEL PIE,4,M,01/01/2019-31/12/2020
S925,FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S) DEL PIE,3,M,01/01/2019-31/12/2020
S927,FRACTURAS MULTIPLES DEL PIE,2,M,01/01/2019-31/12/2020
S929,"FRACTURA DEL PIE, NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
S930,LUXACION DE LA ARTICULACION DEL TOBILLO,2,M,01/01/2019-31/12/2020
S931,LUXACION DE DEDO(S) DEL PIE,1,M,01/01/2019-31/12/2020
S933,LUXACION DE OTROS SITIOS Y LOS NO ESPECIFICADOS DEL PIE,1,M,01/01/2019-31/12/2020
S934,ESGUINCES Y TORCEDURAS DEL TOBILLO,35,M,01/01/2019-31/12/2020
S935,ESGUINCES Y TORCEDURAS DE DEDO(S) DEL PIE,2,M,01/01/2019-31/12/2020
S961,TRAUMATISMO DEL TENDON Y MUSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO(S) A NIVEL DEL PIE Y DEL TOBILLO,2,M,01/01/2019-31/12/2020
S962,TRAUMATISMO DE TENDONES Y MUSCULOS INTRINSECOS A NIVEL DEL PIE Y DEL TOBILLO,1,M,01/01/2019-31/12/2020
S968,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DEL PIE Y DEL TOBILLO,1,M,01/01/2019-31/12/2020
S971,TRAUMATISMO POR APLASTAMIENTO DE DEDO(S) DEL PIE,1,M,01/01/2019-31/12/2020
S982,AMPUTACION TRAUMATICA DE DOS O MAS DEDOS DEL PIE,1,M,01/01/2019-31/12/2020
S983,AMPUTACION TRAUMATICA DE OTRAS PARTES DEL PIE,1,M,01/01/2019-31/12/2020
S997,TRAUMATISMOS MULTIPLES DEL PIE Y DEL TOBILLO,4,M,01/01/2019-31/12/2020
S998,"OTROS TRAUMATISMOS DEL PIE Y DEL TOBILLO, ESPECIFICADOS",8,M,01/01/2019-31/12/2020
S999,"TRAUMATISMO DEL PIE Y DEL TOBILLO, NO ESPECIFICADO",13,M,01/01/2019-31/12/2020
T001,"TRAUMATISMOS SUPERFICIALES QUE AFECTAN EL TORAX CON EL ABDOMEN, LA REGION LUMBOSACRA Y LA PELVIS",2,M,01/01/2019-31/12/2020
T002,TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL(OS) MIEMBRO(S) SUPERIOR(ES),1,M,01/01/2019-31/12/2020
T009,"TRAUMATISMOS SUPERFICIALES MULTIPLES, NO ESPECIFICADOS",1,M,01/01/2019-31/12/2020
T012,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL(DE LOS) MIEMBRO(S) SUPERIOR(ES),1,M,01/01/2019-31/12/2020
T018,HERIDAS QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO,1,M,01/01/2019-31/12/2020
T019,"HERIDAS MULTIPLES, NO ESPECIFICADOS",1,M,01/01/2019-31/12/2020
T044,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL(DE LOS) MIEMBRO(S) SUPERIOR(ES) CON MIEMBRO(S) INFERIOR(ES),1,M,01/01/2019-31/12/2020
T07X,"TRAUMATISMOS MULTIPLES, NO ESPECIFICADOS",16,M,01/01/2019-31/12/2020
T08X,"FRACTURA DE LA COLUMNA VERTEBRAL, NIVEL NO ESPECIFICADO",3,M,01/01/2019-31/12/2020
T111,"HERIDA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",4,M,01/01/2019-31/12/2020
T115,"TRAUMATISMO DE TENDON Y MUSCULO NO ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
T12X,"FRACTURA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
T131,"HERIDA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",8,M,01/01/2019-31/12/2020
T132,"LUXACION, ESGUINCE O TORCEDURA DE ARTICULACION Y LIGAMENTOS NO ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
T138,"OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
T139,"TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
T141,HERIDA DE REGION NO ESPECIFICADA DEL CUERPO,1,M,01/01/2019-31/12/2020
T148,OTROS TRAUMATISMOS DE REGION NO ESPECIFICADA DEL CUERPO,1,M,01/01/2019-31/12/2020
T149,"TRAUMATISMO, NO ESPECIFICADO",65,M,01/01/2019-31/12/2020
T150,CUERPO EXTRAÑO EN LA CORNEA,179,M,01/01/2019-31/12/2020
T151,CUERPO EXTRAÑO EN EL SACO CONJUNTIVAL,30,M,01/01/2019-31/12/2020
T158,CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DE LA PARTE EXTERNA DEL OJO,7,M,01/01/2019-31/12/2020
T159,"CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO, SITIO NO ESPECIFICADO",57,M,01/01/2019-31/12/2020
T16X,CUERPO EXTRAÑO EN EL OIDO,40,M,01/01/2019-31/12/2020
T170,CUERPO EXTRAÑO EN SENO PARANASAL,1,M,01/01/2019-31/12/2020
T171,CUERPO EXTRAÑO EN EL ORIFICIO NASAL,18,M,01/01/2019-31/12/2020
T172,CUERPO EXTRAÑO EN LA FARINGE,15,M,01/01/2019-31/12/2020
T173,CUERPO EXTRAÑO EN LA LARINGE,5,M,01/01/2019-31/12/2020
T175,CUERPO EXTRAÑO EN BRONQUIOS,1,M,01/01/2019-31/12/2020
T180,CUERPO EXTRAÑO EN LA BOCA,2,M,01/01/2019-31/12/2020
T181,CUERPO EXTRAÑO EN EL ESOFAGO,43,M,01/01/2019-31/12/2020
T182,CUERPO EXTRAÑO EN EL ESTOMAGO,6,M,01/01/2019-31/12/2020
T185,CUERPO EXTRAÑO EN EL ANO Y EN EL RECTO,2,M,01/01/2019-31/12/2020
T188,CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DEL TUBO DIGESTIVO,5,M,01/01/2019-31/12/2020
T189,"CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA",11,M,01/01/2019-31/12/2020
T190,CUERPO EXTRAÑO EN LA URETRA,1,M,01/01/2019-31/12/2020
T199,"CUERPO EXTRAÑO EN LAS VIAS GENITOURINARIAS, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
T200,"QUEMADURA DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
T201,"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE PRIMER GRADO",3,M,01/01/2019-31/12/2020
T202,"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",4,M,01/01/2019-31/12/2020
T211,"QUEMADURA DEL TRONCO, DE PRIMER GRADO",2,M,01/01/2019-31/12/2020
T212,"QUEMADURA DEL TRONCO, DE SEGUNDO GRADO",2,M,01/01/2019-31/12/2020
T220,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, GRADO NO ESPECIFICADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",1,M,01/01/2019-31/12/2020
T221,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE PRIMER GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",1,M,01/01/2019-31/12/2020
T222,"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE SEGUNDO GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",1,M,01/01/2019-31/12/2020
T231,"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO",2,M,01/01/2019-31/12/2020
T232,"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE SEGUNDO GRADO",7,M,01/01/2019-31/12/2020
T241,"QUEMADURA DE LA CADERA Y DEL MIEMBRO INFERIOR, DE PRIMER GRADO, EXCEPTO TOBILLO Y PIE",1,M,01/01/2019-31/12/2020
T242,"QUEMADURA DE LA CADERA Y DEL MIEMBRO INFERIOR, DE SEGUNDO GRADO, EXCEPTO TOBILLO Y PIE",2,M,01/01/2019-31/12/2020
T251,"QUEMADURA DEL TOBILLO Y DEL PIE, DE PRIMER GRADO",1,M,01/01/2019-31/12/2020
T252,"QUEMADURA DEL TOBILLO Y DEL PIE, DE SEGUNDO GRADO",2,M,01/01/2019-31/12/2020
T260,QUEMADURA DEL PARPADO Y AREA PERIOCULAR,1,M,01/01/2019-31/12/2020
T261,QUEMADURA DE LA CORNEA Y SACO CONJUNTIVAL,11,M,01/01/2019-31/12/2020
T262,QUEMADURA CON RUPTURA Y DESTRUCCION RESULTANTES DEL GLOBO OCULAR,1,M,01/01/2019-31/12/2020
T263,QUEMADURA DE OTRAS PARTES DEL OJO Y SUS ANEXOS,3,M,01/01/2019-31/12/2020
T264,"QUEMADURA DEL OJO Y ANEXOS, PARTE NO ESPECIFICADA",6,M,01/01/2019-31/12/2020
T265,CORROSION DEL PARPADO Y AREA PERIOCULAR,1,M,01/01/2019-31/12/2020
T269,"CORROSION DEL OJO Y ANEXOS, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
T273,"QUEMADURA DE LAS VIAS RESPIRATORIAS, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
T302,"QUEMADURA DE SEGUNDO GRADO, REGION DEL CUERPO NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
T310,QUEMADURAS QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,2,M,01/01/2019-31/12/2020
T349,CONGELAMIENTO CON NECROSIS TISULAR DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,1,M,01/01/2019-31/12/2020
T360,ENVENENAMIENTO POR ANTIBIOTICOS SISTEMICOS: PENICILINAS,1,M,01/01/2019-31/12/2020
T453,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: ENZIMAS, NO CLASIFICADAS EN OTRA PARTE",1,M,01/01/2019-31/12/2020
T459,"ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO CLASIFICADOS EN OTRA PARTE: AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO ESPECIFICADOS",1,M,01/01/2019-31/12/2020
T513,EFECTO TOXICO DEL ALCOHOL: LICOR DE ALCOHOL INSUFICIENTEMENTE DESTILADO,1,M,01/01/2019-31/12/2020
T519,"EFECTO TOXICO DEL ALCOHOL: ALCOHOL, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
T541,EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: OTROS COMPUESTOS ORGANICOS CORROSIVOS,1,M,01/01/2019-31/12/2020
T542,EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: ACIDOS CORROSIVOS Y SUSTANCIAS ACIDAS SIMILARES,2,M,01/01/2019-31/12/2020
T543,EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES,1,M,01/01/2019-31/12/2020
T549,"EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: EFECTO TOXICO DE SUSTANCIA CORROSIVA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
T571,EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: FOSFORO Y SUS COMPUESTOS,1,M,01/01/2019-31/12/2020
T579,"EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: SUSTANCIA INORGANICAS, NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
T594,"EFECTO TOXICO DE GASES, HUMOS Y VAPORES: CLORO GASEOSO",1,M,01/01/2019-31/12/2020
T600,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: INSECTICIDAS FOSFORADOS Y CARBAMATOS,9,M,01/01/2019-31/12/2020
T602,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: OTROS INSECTICIDAS,2,M,01/01/2019-31/12/2020
T603,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: HERBICIDAS Y FUNGICIDAS,9,M,01/01/2019-31/12/2020
T604,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: RODENTICIDAS,2,M,01/01/2019-31/12/2020
T608,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: OTROS PLAGUICIDAS,1,M,01/01/2019-31/12/2020
T609,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: PLAGUICIDA NO ESPECIFICADO,1,M,01/01/2019-31/12/2020
T630,EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE SERPIENTE,5,M,01/01/2019-31/12/2020
T634,EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE OTROS ARTROPODOS,1,M,01/01/2019-31/12/2020
T659,EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA,2,M,01/01/2019-31/12/2020
T671,SINCOPE DE CALOR,4,M,01/01/2019-31/12/2020
T740,NEGLIGENCIA O ABANDONO,1,M,01/01/2019-31/12/2020
T742,ABUSO SEXUAL,6,M,01/01/2019-31/12/2020
T750,EFECTOS DEL RAYO,1,M,01/01/2019-31/12/2020
T754,EFECTOS DE LA CORRIENTE ELECTRICA,2,M,01/01/2019-31/12/2020
T782,"CHOQUE ANAFILACTICO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
T784,ALERGIA NO ESPECIFICADA,70,M,01/01/2019-31/12/2020
T793,"INFECCION POSTRAUMATICA DE HERIDA, NO CLASIFICADA EN OTRA PARTE",1,M,01/01/2019-31/12/2020
T797,ENFISEMA SUBCUTANEO TRAUMATICO,1,M,01/01/2019-31/12/2020
T810,"HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS EN OTRA PARTE",4,M,01/01/2019-31/12/2020
T812,"PUNCION O LACERACION ACCIDENTAL DURANTE UN PROCEDIMIENTO, NO CLASIFICADAS EN OTRA PARTE",9,M,01/01/2019-31/12/2020
T818,"OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE",1,M,01/01/2019-31/12/2020
T824,COMPLICACION MECANICA DE CATETER PARA DIALISIS VASCULAR,4,M,01/01/2019-31/12/2020
T830,COMPLICACION MECANICA DE CATETER URINARIO (FIJO),1,M,01/01/2019-31/12/2020
T831,COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES URINARIOS,2,M,01/01/2019-31/12/2020
T846,INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO DE FIJACION INTERNA (CUALQUIER SITIO),1,M,01/01/2019-31/12/2020
T852,COMPLICACION MECANICA DE LENTES INTRAOCULARES,2,M,01/01/2019-31/12/2020
T875,NECROSIS DE MUÑON DE AMPUTACION,1,M,01/01/2019-31/12/2020
T876,OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS DE MUÑON DE AMPUTACION,1,M,01/01/2019-31/12/2020
T888,"OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA, NO CLASIFICADAS EN OTRA PARTE",3,M,01/01/2019-31/12/2020
T889,COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA,1,M,01/01/2019-31/12/2020
T901,SECUELAS DE HERIDA DE LA CABEZA,1,M,01/01/2019-31/12/2020
T920,SECUELAS DE HERIDA DE MIEMBRO SUPERIOR,2,M,01/01/2019-31/12/2020
T922,SECUELAS DE FRACTURA DE LA MUÑECA Y DE LA MANO,1,M,01/01/2019-31/12/2020
T930,SECUELAS DE HERIDA DE MIEMBRO INFERIOR,1,M,01/01/2019-31/12/2020
T935,SECUELAS DE TRAUMATISMO DE TENDON Y MUSCULO DE MIEMBRO INFERIOR,1,M,01/01/2019-31/12/2020
U071,"COVID-19, VIRUS IDENTIFICADO",69,M,01/01/2019-31/12/2020
U072,"COVID-19, VIRUS NO IDENTIFICADO",74,M,01/01/2019-31/12/2020
V011,PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE DE TRANSITO,1,M,01/01/2019-31/12/2020
V020,PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: ACCIDENTE NO DE TRANSITO,7,M,01/01/2019-31/12/2020
V021,PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: ACCIDENTE DE TRANSITO,5,M,01/01/2019-31/12/2020
V031,"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: ACCIDENTE DE TRANSITO",3,M,01/01/2019-31/12/2020
V069,PEATON LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,1,M,01/01/2019-31/12/2020
V091,PEATON LESIONADO EN ACCIDENTE NO DE TRANSITO NO ESPECIFICADO,3,M,01/01/2019-31/12/2020
V092,"PEATON LESIONADO EN ACCIDENTE DE TRANSITO QUE INVOLUCRA OTROS VEHICULOS DE MOTOR, Y LOS NO ESPECIFICADOS",3,M,01/01/2019-31/12/2020
V093,PEATON LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,2,M,01/01/2019-31/12/2020
V099,PEATON LESIONADO EN ACCIDENTE DE TRANSPORTE NO ESPECIFICADO,2,M,01/01/2019-31/12/2020
V124,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,2,M,01/01/2019-31/12/2020
V129,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",2,M,01/01/2019-31/12/2020
V134,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO",2,M,01/01/2019-31/12/2020
V144,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,1,M,01/01/2019-31/12/2020
V149,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",1,M,01/01/2019-31/12/2020
